SW0_State,Temp,PID.SP,PID.ERR,PID.KP,PID.KI,PID.KD,PID.OUT
False,125.0,125.0,0.0,10.0,2.0,0.5,15.902691841125488
False,125.0,125.0,0.0,10.0,2.0,0.5,15.902691841125488
False,125.0,125.0,0.0,10.0,2.0,0.5,15.902691841125488
False,125.0,125.0,0.0,10.0,2.0,0.5,15.902691841125488
False,125.0,125.0,0.0,10.0,2.0,0.5,15.902691841125488
False,125.0,125.0,0.0,10.0,2.0,0.5,15.902691841125488
False,125.0,125.0,0.0,10.0,2.0,0.5,15.902691841125488
True,73.19999694824219,125.0,51.80000305175781,10.0,2.0,0.5,29.766653060913086
True,73.19999694824219,125.0,51.80000305175781,10.0,2.0,0.5,58.987056732177734
True,73.19999694824219,125.0,51.80000305175781,10.0,2.0,0.5,89.52303314208984
True,73.19999694824219,125.0,51.80000305175781,10.0,2.0,0.5,100.0
True,73.19999694824219,125.0,51.80000305175781,10.0,2.0,0.5,100.0
True,73.30000305175781,125.0,51.69999694824219,10.0,2.0,0.5,100.0
True,73.4000015258789,125.0,51.599998474121094,10.0,2.0,0.5,100.0
True,73.4000015258789,125.0,51.599998474121094,10.0,2.0,0.5,100.0
True,73.5999984741211,125.0,51.400001525878906,10.0,2.0,0.5,100.0
True,73.69999694824219,125.0,51.30000305175781,10.0,2.0,0.5,100.0
True,73.69999694824219,125.0,51.30000305175781,10.0,2.0,0.5,100.0
True,73.9000015258789,125.0,51.099998474121094,10.0,2.0,0.5,100.0
True,74.0,125.0,51.0,10.0,2.0,0.5,100.0
True,74.0999984741211,125.0,50.900001525878906,10.0,2.0,0.5,100.0
True,74.19999694824219,125.0,50.80000305175781,10.0,2.0,0.5,100.0
True,74.30000305175781,125.0,50.69999694824219,10.0,2.0,0.5,100.0
True,74.4000015258789,125.0,50.599998474121094,10.0,2.0,0.5,100.0
True,74.5999984741211,125.0,50.400001525878906,10.0,2.0,0.5,100.0
True,74.69999694824219,125.0,50.30000305175781,10.0,2.0,0.5,100.0
True,74.80000305175781,125.0,50.19999694824219,10.0,2.0,0.5,100.0
True,75.0,125.0,50.0,10.0,2.0,0.5,100.0
True,75.0999984741211,125.0,49.900001525878906,10.0,2.0,0.5,100.0
True,75.19999694824219,125.0,49.80000305175781,10.0,2.0,0.5,100.0
True,75.4000015258789,125.0,49.599998474121094,10.0,2.0,0.5,100.0
True,75.5,125.0,49.5,10.0,2.0,0.5,100.0
True,75.5999984741211,125.0,49.400001525878906,10.0,2.0,0.5,100.0
True,75.69999694824219,125.0,49.30000305175781,10.0,2.0,0.5,100.0
True,75.80000305175781,125.0,49.19999694824219,10.0,2.0,0.5,100.0
True,75.9000015258789,125.0,49.099998474121094,10.0,2.0,0.5,100.0
True,76.0999984741211,125.0,48.900001525878906,10.0,2.0,0.5,100.0
True,76.19999694824219,125.0,48.80000305175781,10.0,2.0,0.5,100.0
True,76.30000305175781,125.0,48.69999694824219,10.0,2.0,0.5,100.0
True,76.5,125.0,48.5,10.0,2.0,0.5,100.0
True,76.5999984741211,125.0,48.400001525878906,10.0,2.0,0.5,100.0
True,76.69999694824219,125.0,48.30000305175781,10.0,2.0,0.5,100.0
True,76.9000015258789,125.0,48.099998474121094,10.0,2.0,0.5,100.0
True,77.0,125.0,48.0,10.0,2.0,0.5,100.0
True,77.0999984741211,125.0,47.900001525878906,10.0,2.0,0.5,100.0
True,77.30000305175781,125.0,47.69999694824219,10.0,2.0,0.5,100.0
True,77.4000015258789,125.0,47.599998474121094,10.0,2.0,0.5,100.0
True,77.5,125.0,47.5,10.0,2.0,0.5,100.0
True,77.69999694824219,125.0,47.30000305175781,10.0,2.0,0.5,100.0
True,77.80000305175781,125.0,47.19999694824219,10.0,2.0,0.5,100.0
True,77.9000015258789,125.0,47.099998474121094,10.0,2.0,0.5,100.0
True,78.0999984741211,125.0,46.900001525878906,10.0,2.0,0.5,100.0
True,78.19999694824219,125.0,46.80000305175781,10.0,2.0,0.5,100.0
True,78.30000305175781,125.0,46.69999694824219,10.0,2.0,0.5,100.0
True,78.5,125.0,46.5,10.0,2.0,0.5,100.0
True,78.5999984741211,125.0,46.400001525878906,10.0,2.0,0.5,100.0
True,78.69999694824219,125.0,46.30000305175781,10.0,2.0,0.5,100.0
True,78.9000015258789,125.0,46.099998474121094,10.0,2.0,0.5,99.9842529296875
True,79.0,125.0,46.0,10.0,2.0,0.5,100.0
